# File chua thong tin toa do tai lan chay thu 24
##########################################################################################
#  Step                   x                   y            delta_x            delta_y
     1      0.000000000000      0.000000000000      0.000000000000      0.000000000000
     2     -0.799265996748      0.600977425901     -0.799265996748      0.600977425901
     3     -0.467840535336     -0.342503980131      0.331425461412     -0.943481406032
     4      0.018789433009      0.531104212315      0.486629968345      0.873608192446
     5      0.591646521188     -0.288551054565      0.572857088179     -0.819655266880
     6     -0.329043731582      0.101743012076     -0.920690252770      0.390294066640
     7     -1.327178153006      0.162797715164     -0.998134421424      0.061054703088
     8     -1.920608306420     -0.642087775461     -0.593430153415     -0.804885490625
     9     -2.855060556110     -0.285999313067     -0.934452249690      0.356088462394
    10     -3.616409950560     -0.934341120736     -0.761349394450     -0.648341807669
    11     -2.983305604962     -0.160274658741      0.633104345598      0.774066461995
    12     -2.007930599711     -0.380827598265      0.975375005251     -0.220552939523
    13     -1.096902243947      0.031516111513      0.911028355765      0.412343709777
    14     -1.867277108658      0.669107334649     -0.770374864711      0.637591223137
    15     -1.372619693642     -0.199980717144      0.494657415016     -0.869088051793
    16     -1.031354303932     -1.139947702620      0.341265389710     -0.939966985477
    17     -0.054936585570     -0.924057824980      0.976417718362      0.215889877641
    18      0.647451747216     -0.212263873075      0.702388332785      0.711793951904
    19     -0.344584885916     -0.086314206446     -0.992036633132      0.125949666629
    20      0.207565372797      0.747430413808      0.552150258713      0.833744620254
    21      0.547491586838      1.687882522641      0.339926214041      0.940452108833
    22      1.541850980650      1.581819353080      0.994359393812     -0.106063169561
    23      2.193268293645      0.823099718214      0.651417312995     -0.758719634865
    24      2.451562288368      1.789166078404      0.258293994722      0.966066360190
    25      2.555419240619      2.783758323231      0.103856952251      0.994592244827
    26      1.557724268694      2.715900066571     -0.997694971924     -0.067858256660
    27      1.226776685426      1.772250927786     -0.330947583268     -0.943649138785
    28      1.252804842871      2.771912137907      0.026028157445      0.999661210121
    29      0.389020206413      2.268050944900     -0.863784636458     -0.503861193007
    30     -0.473547852998      1.762109898054     -0.862568059411     -0.505941046846
    31     -0.042325420762      0.859864247504      0.431222432236     -0.902245650550
    32     -0.803538916427      1.508365607577     -0.761213495665      0.648501360074
    33     -1.414285001562      2.300192116032     -0.610746085135      0.791826508455
    34     -0.692933483333      2.992761236877      0.721351518230      0.692569120845
    35      0.140533099898      3.545331100910      0.833466583231      0.552569864034
    36     -0.725643133080      4.045069766038     -0.866176232978      0.499738665128
    37     -0.596341117710      3.053464507470      0.129302015371     -0.991605258569
    38      0.225752609141      2.484112327995      0.822093726851     -0.569352179475
    39     -0.062197980966      3.441757595125     -0.287950590107      0.957645267130
    40      0.426407828960      4.314262244114      0.488605809926      0.872504648989
    41     -0.264499442999      3.591318856597     -0.690907271958     -0.722943387517
    42     -1.150753985992      3.128120319225     -0.886254542993     -0.463198537372
    43     -2.130323469465      3.329226328704     -0.979569483473      0.201106009479
    44     -2.448216107035      2.381099611973     -0.317892637571     -0.948126716731
    45     -3.065607393903      1.594443398053     -0.617391286868     -0.786656213921
    46     -2.190908698150      1.109776304423      0.874698695753     -0.484667093630
    47     -1.332125490633      1.622115452338      0.858783207517      0.512339147915
    48     -2.298233655160      1.880253040521     -0.966108164528      0.258137588183
    49     -2.927702679140      2.657278617868     -0.629469023979      0.777025577346
    50     -2.483827859092      1.761189814161      0.443874820048     -0.896088803706
    51     -1.792892395970      1.038273369612      0.690935463122     -0.722916444550
    52     -1.830424449910      0.038977945362     -0.037532053940     -0.999295424250
    53     -0.855790932986     -0.184828908170      0.974633516924     -0.223806853532
    54     -1.724893831511     -0.679460237319     -0.869102898525     -0.494631329149
    55     -2.722769189329     -0.614308335892     -0.997875357818      0.065151901426
    56     -3.620111212369     -1.055644141924     -0.897342023040     -0.441335806032
    57     -3.780856236817     -2.042640108033     -0.160745024448     -0.986995966109
    58     -3.957186597841     -1.058309064237     -0.176330361023      0.984331043796
    59     -3.143973144108     -1.640274594719      0.813213453732     -0.581965530482
    60     -2.811735431603     -0.697078908559      0.332237712505      0.943195686159
    61     -1.883363421899     -1.068731180983      0.928372009704     -0.371652272423
    62     -0.985587210883     -1.509183079531      0.897776211015     -0.440451898548
    63     -0.618385196849     -0.579041863968      0.367202014035      0.930141215563
    64     -0.210062691252     -1.491879599507      0.408322505597     -0.912837735539
    65      0.776657328463     -1.329449298476      0.986720019715      0.162430301031
    66      1.771648310883     -1.229484580183      0.994990982420      0.099964718294
    67      2.489293522526     -0.533075684342      0.717645211643      0.696408895841
    68      2.688096054919     -1.513115251458      0.198802532393     -0.980039567117
    69      1.747918484139     -1.853800055055     -0.940177570780     -0.340684803597
    70      2.743152384133     -1.756283470300      0.995233899994      0.097516584756
    71      1.765426657936     -1.966170116690     -0.977725726197     -0.209886646390
    72      2.510197279762     -2.633490669996      0.744770621826     -0.667320553306
    73      3.279083803155     -1.994105407307      0.768886523393      0.639385262689
    74      2.280154227750     -1.947848479382     -0.998929575405      0.046256927925
    75      2.984448296233     -2.657756829171      0.704294068483     -0.709908349789
    76      2.317134281196     -3.402533309288     -0.667314015037     -0.744776480117
    77      1.638366841381     -4.136886604812     -0.678767439815     -0.734353295524
    78      1.920504457440     -3.177512660197      0.282137616059      0.959373944614
    79      0.982754772864     -2.830200798786     -0.937749684576      0.347311861411
    80      0.276237525221     -3.537896622417     -0.706517247642     -0.707695823631
    81      0.067055669104     -2.560019865831     -0.209181856117      0.977876756586
    82      0.371425238158     -3.512573888149      0.304369569054     -0.952554022318
    83     -0.354405460233     -4.200447275679     -0.725830698391     -0.687873387530
    84     -0.714857399566     -5.133225062417     -0.360451939333     -0.932777786738
    85     -1.714831587674     -5.140409985371     -0.999974188108     -0.007184922954
    86     -2.289317897305     -4.321895794873     -0.574486309631      0.818514190498
    87     -3.036104447329     -4.986959587831     -0.746786550024     -0.665063792958
    88     -3.985584274544     -5.300787658137     -0.949479827215     -0.313828070306
    89     -4.733774569217     -4.637303458660     -0.748190294674      0.663484199477
    90     -5.151641083910     -3.728795023972     -0.417866514693      0.908508434688
    91     -4.189988485060     -3.454524575097      0.961652598849      0.274270448875
    92     -3.221745914941     -3.704537225594      0.968242570119     -0.250012650497
    93     -2.470890618451     -4.365003972473      0.750855296490     -0.660466746878
    94     -3.134749220344     -3.617145859799     -0.663858601894      0.747858112674
    95     -2.539519508888     -2.813590267074      0.595229711456      0.803555592725
    96     -2.388338000958     -1.825084247032      0.151181507930      0.988506020042
    97     -1.717295374212     -2.566503017425      0.671042626745     -0.741418770393
