# Bai toan truyen nhiet 1D
# Phuong phap sai phan huu han hien
#
# N_x    = 101
# N_time = 600
# l      = 0.5
# t_max  = 1800.0
#
# Cot du lieu: j   i   t   x   u
  158    37  4.74791319e+02  1.85000000e-01  1.76222188e+01
  158    38  4.74791319e+02  1.90000000e-01  1.78500520e+01
  158    39  4.74791319e+02  1.95000000e-01  1.80601566e+01
  158    40  4.74791319e+02  2.00000000e-01  1.82523332e+01
  158    41  4.74791319e+02  2.05000000e-01  1.84264002e+01
  158    42  4.74791319e+02  2.10000000e-01  1.85821945e+01
  158    43  4.74791319e+02  2.15000000e-01  1.87195713e+01
  158    44  4.74791319e+02  2.20000000e-01  1.88384041e+01
  158    45  4.74791319e+02  2.25000000e-01  1.89385852e+01
  158    46  4.74791319e+02  2.30000000e-01  1.90200255e+01
  158    47  4.74791319e+02  2.35000000e-01  1.90826545e+01
  158    48  4.74791319e+02  2.40000000e-01  1.91264206e+01
  158    49  4.74791319e+02  2.45000000e-01  1.91512908e+01
  158    50  4.74791319e+02  2.50000000e-01  1.91572509e+01
  158    51  4.74791319e+02  2.55000000e-01  1.91443052e+01
  158    52  4.74791319e+02  2.60000000e-01  1.91124770e+01
  158    53  4.74791319e+02  2.65000000e-01  1.90618079e+01
  158    54  4.74791319e+02  2.70000000e-01  1.89923581e+01
  158    55  4.74791319e+02  2.75000000e-01  1.89042064e+01
  158    56  4.74791319e+02  2.80000000e-01  1.87974495e+01
  158    57  4.74791319e+02  2.85000000e-01  1.86722026e+01
  158    58  4.74791319e+02  2.90000000e-01  1.85285988e+01
  158    59  4.74791319e+02  2.95000000e-01  1.83667889e+01
  158    60  4.74791319e+02  3.00000000e-01  1.81869416e+01
  158    61  4.74791319e+02  3.05000000e-01  1.79892430e+01
  158    62  4.74791319e+02  3.10000000e-01  1.77738961e+01
  158    63  4.74791319e+02  3.15000000e-01  1.75411214e+01
  158    64  4.74791319e+02  3.20000000e-01  1.72911558e+01
  158    65  4.74791319e+02  3.25000000e-01  1.70242529e+01
  158    66  4.74791319e+02  3.30000000e-01  1.67406823e+01
  158    67  4.74791319e+02  3.35000000e-01  1.64407298e+01
  158    68  4.74791319e+02  3.40000000e-01  1.61246964e+01
  158    69  4.74791319e+02  3.45000000e-01  1.57928990e+01
  158    70  4.74791319e+02  3.50000000e-01  1.54456688e+01
  158    71  4.74791319e+02  3.55000000e-01  1.50833522e+01
  158    72  4.74791319e+02  3.60000000e-01  1.47063096e+01
  158    73  4.74791319e+02  3.65000000e-01  1.43149152e+01
  158    74  4.74791319e+02  3.70000000e-01  1.39095569e+01
  158    75  4.74791319e+02  3.75000000e-01  1.34906357e+01
  158    76  4.74791319e+02  3.80000000e-01  1.30585655e+01
  158    77  4.74791319e+02  3.85000000e-01  1.26137721e+01
  158    78  4.74791319e+02  3.90000000e-01  1.21566936e+01
  158    79  4.74791319e+02  3.95000000e-01  1.16877794e+01
  158    80  4.74791319e+02  4.00000000e-01  1.12074901e+01
  158    81  4.74791319e+02  4.05000000e-01  1.07162967e+01
  158    82  4.74791319e+02  4.10000000e-01  1.02146805e+01
  158    83  4.74791319e+02  4.15000000e-01  9.70313228e+00
  158    84  4.74791319e+02  4.20000000e-01  9.18215232e+00
  158    85  4.74791319e+02  4.25000000e-01  8.65224946e+00
  158    86  4.74791319e+02  4.30000000e-01  8.11394082e+00
  158    87  4.74791319e+02  4.35000000e-01  7.56775133e+00
  158    88  4.74791319e+02  4.40000000e-01  7.01421315e+00
  158    89  4.74791319e+02  4.45000000e-01  6.45386528e+00
  158    90  4.74791319e+02  4.50000000e-01  5.88725294e+00
  158    91  4.74791319e+02  4.55000000e-01  5.31492716e+00
  158    92  4.74791319e+02  4.60000000e-01  4.73744421e+00
  158    93  4.74791319e+02  4.65000000e-01  4.15536511e+00
  158    94  4.74791319e+02  4.70000000e-01  3.56925511e+00
  158    95  4.74791319e+02  4.75000000e-01  2.97968314e+00
  158    96  4.74791319e+02  4.80000000e-01  2.38722134e+00
  158    97  4.74791319e+02  4.85000000e-01  1.79244448e+00
  158    98  4.74791319e+02  4.90000000e-01  1.19592946e+00
  158    99  4.74791319e+02  4.95000000e-01  5.98254779e-01
  158   100  4.74791319e+02  5.00000000e-01  0.00000000e+00

  159     0  4.77796327e+02  0.00000000e+00  0.00000000e+00
  159     1  4.77796327e+02  5.00000000e-03  5.98993695e-01
  159     2  4.77796327e+02  1.00000000e-02  1.19738641e+00
  159     3  4.77796327e+02  1.50000000e-02  1.79457771e+00
  159     4  4.77796327e+02  2.00000000e-02  2.38996843e+00
  159     5  4.77796327e+02  2.50000000e-02  2.98296128e+00
  159     6  4.77796327e+02  3.00000000e-02  3.57296151e+00
  159     7  4.77796327e+02  3.50000000e-02  4.15937748e+00
  159     8  4.77796327e+02  4.00000000e-02  4.74162135e+00
  159     9  4.77796327e+02  4.50000000e-02  5.31910964e+00
  159    10  4.77796327e+02  5.00000000e-02  5.89126388e+00
  159    11  4.77796327e+02  5.50000000e-02  6.45751118e+00
  159    12  4.77796327e+02  6.00000000e-02  7.01728485e+00
  159    13  4.77796327e+02  6.50000000e-02  7.57002501e+00
  159    14  4.77796327e+02  7.00000000e-02  8.11517911e+00
  159    15  4.77796327e+02  7.50000000e-02  8.65220257e+00
  159    16  4.77796327e+02  8.00000000e-02  9.18055932e+00
  159    17  4.77796327e+02  8.50000000e-02  9.69972233e+00
  159    18  4.77796327e+02  9.00000000e-02  1.02091742e+01
  159    19  4.77796327e+02  9.50000000e-02  1.07084076e+01
  159    20  4.77796327e+02  1.00000000e-01  1.11969259e+01
  159    21  4.77796327e+02  1.05000000e-01  1.16742437e+01
  159    22  4.77796327e+02  1.10000000e-01  1.21398871e+01
  159    23  4.77796327e+02  1.15000000e-01  1.25933943e+01
  159    24  4.77796327e+02  1.20000000e-01  1.30343164e+01
  159    25  4.77796327e+02  1.25000000e-01  1.34622172e+01
  159    26  4.77796327e+02  1.30000000e-01  1.38766742e+01
  159    27  4.77796327e+02  1.35000000e-01  1.42772786e+01
  159    28  4.77796327e+02  1.40000000e-01  1.46636360e+01
  159    29  4.77796327e+02  1.45000000e-01  1.50353667e+01
  159    30  4.77796327e+02  1.50000000e-01  1.53921060e+01
  159    31  4.77796327e+02  1.55000000e-01  1.57335047e+01
  159    32  4.77796327e+02  1.60000000e-01  1.60592292e+01
  159    33  4.77796327e+02  1.65000000e-01  1.63689621e+01
  159    34  4.77796327e+02  1.70000000e-01  1.66624021e+01
  159    35  4.77796327e+02  1.75000000e-01  1.69392648e+01
  159    36  4.77796327e+02  1.80000000e-01  1.71992825e+01
  159    37  4.77796327e+02  1.85000000e-01  1.74422048e+01
  159    38  4.77796327e+02  1.90000000e-01  1.76677985e+01
  159    39  4.77796327e+02  1.95000000e-01  1.78758479e+01
  159    40  4.77796327e+02  2.00000000e-01  1.80661553e+01
  159    41  4.77796327e+02  2.05000000e-01  1.82385408e+01
  159    42  4.77796327e+02  2.10000000e-01  1.83928423e+01
  159    43  4.77796327e+02  2.15000000e-01  1.85289162e+01
  159    44  4.77796327e+02  2.20000000e-01  1.86466371e+01
  159    45  4.77796327e+02  2.25000000e-01  1.87458980e+01
  159    46  4.77796327e+02  2.30000000e-01  1.88266102e+01
  159    47  4.77796327e+02  2.35000000e-01  1.88887036e+01
  159    48  4.77796327e+02  2.40000000e-01  1.89321267e+01
  159    49  4.77796327e+02  2.45000000e-01  1.89568464e+01
  159    50  4.77796327e+02  2.50000000e-01  1.89628482e+01
  159    51  4.77796327e+02  2.55000000e-01  1.89501362e+01
  159    52  4.77796327e+02  2.60000000e-01  1.89187328e+01
  159    53  4.77796327e+02  2.65000000e-01  1.88686789e+01
  159    54  4.77796327e+02  2.70000000e-01  1.88000337e+01
  159    55  4.77796327e+02  2.75000000e-01  1.87128746e+01
  159    56  4.77796327e+02  2.80000000e-01  1.86072973e+01
  159    57  4.77796327e+02  2.85000000e-01  1.84834151e+01
  159    58  4.77796327e+02  2.90000000e-01  1.83413596e+01
  159    59  4.77796327e+02  2.95000000e-01  1.81812797e+01
  159    60  4.77796327e+02  3.00000000e-01  1.80033420e+01
  159    61  4.77796327e+02  3.05000000e-01  1.78077302e+01
  159    62  4.77796327e+02  3.10000000e-01  1.75946453e+01
  159    63  4.77796327e+02  3.15000000e-01  1.73643049e+01
  159    64  4.77796327e+02  3.20000000e-01  1.71169434e+01
  159    65  4.77796327e+02  3.25000000e-01  1.68528115e+01
  159    66  4.77796327e+02  3.30000000e-01  1.65721758e+01
  159    67  4.77796327e+02  3.35000000e-01  1.62753190e+01
  159    68  4.77796327e+02  3.40000000e-01  1.59625390e+01
  159    69  4.77796327e+02  3.45000000e-01  1.56341490e+01
  159    70  4.77796327e+02  3.50000000e-01  1.52904770e+01
  159    71  4.77796327e+02  3.55000000e-01  1.49318655e+01
  159    72  4.77796327e+02  3.60000000e-01  1.45586711e+01
  159    73  4.77796327e+02  3.65000000e-01  1.41712644e+01
  159    74  4.77796327e+02  3.70000000e-01  1.37700291e+01
  159    75  4.77796327e+02  3.75000000e-01  1.33553622e+01
  159    76  4.77796327e+02  3.80000000e-01  1.29276731e+01
  159    77  4.77796327e+02  3.85000000e-01  1.24873837e+01
  159    78  4.77796327e+02  3.90000000e-01  1.20349274e+01
  159    79  4.77796327e+02  3.95000000e-01  1.15707494e+01
  159    80  4.77796327e+02  4.00000000e-01  1.10953053e+01
  159    81  4.77796327e+02  4.05000000e-01  1.06090617e+01
  159    82  4.77796327e+02  4.10000000e-01  1.01124952e+01
  159    83  4.77796327e+02  4.15000000e-01  9.60609163e+00
  159    84  4.77796327e+02  4.20000000e-01  9.09034641e+00
  159    85  4.77796327e+02  4.25000000e-01  8.56576343e+00
  159    86  4.77796327e+02  4.30000000e-01  8.03285479e+00
  159    87  4.77796327e+02  4.35000000e-01  7.49214033e+00
  159    88  4.77796327e+02  4.40000000e-01  6.94414711e+00
  159    89  4.77796327e+02  4.45000000e-01  6.38940889e+00
  159    90  4.77796327e+02  4.50000000e-01  5.82846571e+00
  159    91  4.77796327e+02  4.55000000e-01  5.26186329e+00
  159    92  4.77796327e+02  4.60000000e-01  4.69015262e+00
  159    93  4.77796327e+02  4.65000000e-01  4.11388935e+00
  159    94  4.77796327e+02  4.70000000e-01  3.53363335e+00
  159    95  4.77796327e+02  4.75000000e-01  2.94994816e+00
  159    96  4.77796327e+02  4.80000000e-01  2.36340049e+00
  159    97  4.77796327e+02  4.85000000e-01  1.77455966e+00
  159    98  4.77796327e+02  4.90000000e-01  1.18399711e+00
  159    99  4.77796327e+02  4.95000000e-01  5.92285860e-01
  159   100  4.77796327e+02  5.00000000e-01  0.00000000e+00

  160     0  4.80801336e+02  0.00000000e+00  0.00000000e+00
  160     1  4.80801336e+02  5.00000000e-03  5.92816774e-01
  160     2  4.80801336e+02  1.00000000e-02  1.18503905e+00
  160     3  4.80801336e+02  1.50000000e-02  1.77607289e+00
  160     4  4.80801336e+02  2.00000000e-02  2.36532558e+00
  160     5  4.80801336e+02  2.50000000e-02  2.95220628e+00
  160     6  4.80801336e+02  3.00000000e-02  3.53612664e+00
  160     7  4.80801336e+02  3.50000000e-02  4.11650140e+00
  160     8  4.80801336e+02  4.00000000e-02  4.69274903e+00
  160     9  4.80801336e+02  4.50000000e-02  5.26429233e+00
  160    10  4.80801336e+02  5.00000000e-02  5.83055903e+00
  160    11  4.80801336e+02  5.50000000e-02  6.39098238e+00
  160    12  4.80801336e+02  6.00000000e-02  6.94500175e+00
  160    13  4.80801336e+02  6.50000000e-02  7.49206321e+00
  160    14  4.80801336e+02  7.00000000e-02  8.03162013e+00
  160    15  4.80801336e+02  7.50000000e-02  8.56313369e+00
  160    16  4.80801336e+02  8.00000000e-02  9.08607349e+00
  160    17  4.80801336e+02  8.50000000e-02  9.59991808e+00
  160    18  4.80801336e+02  9.00000000e-02  1.01041555e+01
  160    19  4.80801336e+02  9.50000000e-02  1.05982838e+01
  160    20  4.80801336e+02  1.00000000e-01  1.10818114e+01
  160    21  4.80801336e+02  1.05000000e-01  1.15542581e+01
  160    22  4.80801336e+02  1.10000000e-01  1.20151548e+01
  160    23  4.80801336e+02  1.15000000e-01  1.24640447e+01
  160    24  4.80801336e+02  1.20000000e-01  1.29004833e+01
  160    25  4.80801336e+02  1.25000000e-01  1.33240388e+01
  160    26  4.80801336e+02  1.30000000e-01  1.37342932e+01
  160    27  4.80801336e+02  1.35000000e-01  1.41308417e+01
  160    28  4.80801336e+02  1.40000000e-01  1.45132939e+01
  160    29  4.80801336e+02  1.45000000e-01  1.48812740e+01
  160    30  4.80801336e+02  1.50000000e-01  1.52344208e+01
  160    31  4.80801336e+02  1.55000000e-01  1.55723885e+01
  160    32  4.80801336e+02  1.60000000e-01  1.58948468e+01
  160    33  4.80801336e+02  1.65000000e-01  1.62014814e+01
  160    34  4.80801336e+02  1.70000000e-01  1.64919938e+01
  160    35  4.80801336e+02  1.75000000e-01  1.67661024e+01
  160    36  4.80801336e+02  1.80000000e-01  1.70235419e+01
  160    37  4.80801336e+02  1.85000000e-01  1.72640642e+01
  160    38  4.80801336e+02  1.90000000e-01  1.74874383e+01
  160    39  4.80801336e+02  1.95000000e-01  1.76934504e+01
  160    40  4.80801336e+02  2.00000000e-01  1.78819044e+01
  160    41  4.80801336e+02  2.05000000e-01  1.80526219e+01
  160    42  4.80801336e+02  2.10000000e-01  1.82054423e+01
  160    43  4.80801336e+02  2.15000000e-01  1.83402231e+01
  160    44  4.80801336e+02  2.20000000e-01  1.84568397e+01
  160    45  4.80801336e+02  2.25000000e-01  1.85551858e+01
  160    46  4.80801336e+02  2.30000000e-01  1.86351734e+01
  160    47  4.80801336e+02  2.35000000e-01  1.86967327e+01
  160    48  4.80801336e+02  2.40000000e-01  1.87398122e+01
  160    49  4.80801336e+02  2.45000000e-01  1.87643790e+01
  160    50  4.80801336e+02  2.50000000e-01  1.87704182e+01
  160    51  4.80801336e+02  2.55000000e-01  1.87579334e+01
  160    52  4.80801336e+02  2.60000000e-01  1.87269465e+01
  160    53  4.80801336e+02  2.65000000e-01  1.86774975e+01
  160    54  4.80801336e+02  2.70000000e-01  1.86096448e+01
  160    55  4.80801336e+02  2.75000000e-01  1.85234645e+01
  160    56  4.80801336e+02  2.80000000e-01  1.84190509e+01
  160    57  4.80801336e+02  2.85000000e-01  1.82965160e+01
  160    58  4.80801336e+02  2.90000000e-01  1.81559895e+01
  160    59  4.80801336e+02  2.95000000e-01  1.79976186e+01
  160    60  4.80801336e+02  3.00000000e-01  1.78215677e+01
  160    61  4.80801336e+02  3.05000000e-01  1.76280184e+01
  160    62  4.80801336e+02  3.10000000e-01  1.74171694e+01
  160    63  4.80801336e+02  3.15000000e-01  1.71892358e+01
  160    64  4.80801336e+02  3.20000000e-01  1.69444493e+01
  160    65  4.80801336e+02  3.25000000e-01  1.66830579e+01
  160    66  4.80801336e+02  3.30000000e-01  1.64053251e+01
  160    67  4.80801336e+02  3.35000000e-01  1.61115306e+01
  160    68  4.80801336e+02  3.40000000e-01  1.58019691e+01
  160    69  4.80801336e+02  3.45000000e-01  1.54769504e+01
  160    70  4.80801336e+02  3.50000000e-01  1.51367991e+01
  160    71  4.80801336e+02  3.55000000e-01  1.47818539e+01
  160    72  4.80801336e+02  3.60000000e-01  1.44124680e+01
  160    73  4.80801336e+02  3.65000000e-01  1.40290078e+01
  160    74  4.80801336e+02  3.70000000e-01  1.36318533e+01
  160    75  4.80801336e+02  3.75000000e-01  1.32213973e+01
  160    76  4.80801336e+02  3.80000000e-01  1.27980452e+01
  160    77  4.80801336e+02  3.85000000e-01  1.23622144e+01
  160    78  4.80801336e+02  3.90000000e-01  1.19143341e+01
  160    79  4.80801336e+02  3.95000000e-01  1.14548449e+01
  160    80  4.80801336e+02  4.00000000e-01  1.09841981e+01
  160    81  4.80801336e+02  4.05000000e-01  1.05028555e+01
  160    82  4.80801336e+02  4.10000000e-01  1.00112890e+01
  160    83  4.80801336e+02  4.15000000e-01  9.50997969e+00
  160    84  4.80801336e+02  4.20000000e-01  8.99941815e+00
  160    85  4.80801336e+02  4.25000000e-01  8.48010333e+00
  160    86  4.80801336e+02  4.30000000e-01  7.95254236e+00
  160    87  4.80801336e+02  4.35000000e-01  7.41725004e+00
  160    88  4.80801336e+02  4.40000000e-01  6.87474833e+00
  160    89  4.80801336e+02  4.45000000e-01  6.32556586e+00
  160    90  4.80801336e+02  4.50000000e-01  5.77023747e+00
  160    91  4.80801336e+02  4.55000000e-01  5.20930367e+00
  160    92  4.80801336e+02  4.60000000e-01  4.64331015e+00
  160    93  4.80801336e+02  4.65000000e-01  4.07280726e+00
  160    94  4.80801336e+02  4.70000000e-01  3.49834955e+00
  160    95  4.80801336e+02  4.75000000e-01  2.92049518e+00
  160    96  4.80801336e+02  4.80000000e-01  2.33980548e+00
  160    97  4.80801336e+02  4.85000000e-01  1.75684435e+00
  160    98  4.80801336e+02  4.90000000e-01  1.17217783e+00
  160    99  4.80801336e+02  4.95000000e-01  5.86373501e-01
  160   100  4.80801336e+02  5.00000000e-01  0.00000000e+00

  161     0  4.83806344e+02  0.00000000e+00  0.00000000e+00
  161     1  4.83806344e+02  5.00000000e-03  5.86706420e-01
  161     2  4.83806344e+02  1.00000000e-02  1.17282475e+00
  161     3  4.83806344e+02  1.50000000e-02  1.75776745e+00
  161     4  4.83806344e+02  2.00000000e-02  2.34094819e+00
  161     5  4.83806344e+02  2.50000000e-02  2.92178249e+00
  161     6  4.83806344e+02  3.00000000e-02  3.49968833e+00
  161     7  4.83806344e+02  3.50000000e-02  4.07408675e+00
  161     8  4.83806344e+02  4.00000000e-02  4.64440246e+00
  161     9  4.83806344e+02  4.50000000e-02  5.21006445e+00
  161    10  4.83806344e+02  5.00000000e-02  5.77050656e+00
  161    11  4.83806344e+02  5.50000000e-02  6.32516813e+00
  161    12  4.83806344e+02  6.00000000e-02  6.87349449e+00
  161    13  4.83806344e+02  6.50000000e-02  7.41493764e+00
  161    14  4.83806344e+02  7.00000000e-02  7.94895673e+00
  161    15  4.83806344e+02  7.50000000e-02  8.47501867e+00
  161    16  4.83806344e+02  8.00000000e-02  8.99259868e+00
  161    17  4.83806344e+02  8.50000000e-02  9.50118079e+00
  161    18  4.83806344e+02  9.00000000e-02  1.00002584e+01
  161    19  4.83806344e+02  9.50000000e-02  1.04893349e+01
  161    20  4.83806344e+02  1.00000000e-01  1.09679239e+01
  161    21  4.83806344e+02  1.05000000e-01  1.14355499e+01
  161    22  4.83806344e+02  1.10000000e-01  1.18917491e+01
  161    23  4.83806344e+02  1.15000000e-01  1.23360690e+01
  161    24  4.83806344e+02  1.20000000e-01  1.27680699e+01
  161    25  4.83806344e+02  1.25000000e-01  1.31873244e+01
  161    26  4.83806344e+02  1.30000000e-01  1.35934186e+01
  161    27  4.83806344e+02  1.35000000e-01  1.39859520e+01
  161    28  4.83806344e+02  1.40000000e-01  1.43645381e+01
  161    29  4.83806344e+02  1.45000000e-01  1.47288048e+01
  161    30  4.83806344e+02  1.50000000e-01  1.50783944e+01
  161    31  4.83806344e+02  1.55000000e-01  1.54129646e+01
  161    32  4.83806344e+02  1.60000000e-01  1.57321883e+01
  161    33  4.83806344e+02  1.65000000e-01  1.60357542e+01
  161    34  4.83806344e+02  1.70000000e-01  1.63233668e+01
  161    35  4.83806344e+02  1.75000000e-01  1.65947470e+01
  161    36  4.83806344e+02  1.80000000e-01  1.68496321e+01
  161    37  4.83806344e+02  1.85000000e-01  1.70877763e+01
  161    38  4.83806344e+02  1.90000000e-01  1.73089504e+01
  161    39  4.83806344e+02  1.95000000e-01  1.75129429e+01
  161    40  4.83806344e+02  2.00000000e-01  1.76995593e+01
  161    41  4.83806344e+02  2.05000000e-01  1.78686226e+01
  161    42  4.83806344e+02  2.10000000e-01  1.80199736e+01
  161    43  4.83806344e+02  2.15000000e-01  1.81534709e+01
  161    44  4.83806344e+02  2.20000000e-01  1.82689908e+01
  161    45  4.83806344e+02  2.25000000e-01  1.83664279e+01
  161    46  4.83806344e+02  2.30000000e-01  1.84456945e+01
  161    47  4.83806344e+02  2.35000000e-01  1.85067213e+01
  161    48  4.83806344e+02  2.40000000e-01  1.85494570e+01
  161    49  4.83806344e+02  2.45000000e-01  1.85738684e+01
  161    50  4.83806344e+02  2.50000000e-01  1.85799407e+01
  161    51  4.83806344e+02  2.55000000e-01  1.85676769e+01
  161    52  4.83806344e+02  2.60000000e-01  1.85370985e+01
  161    53  4.83806344e+02  2.65000000e-01  1.84882445e+01
  161    54  4.83806344e+02  2.70000000e-01  1.84211725e+01
  161    55  4.83806344e+02  2.75000000e-01  1.83359573e+01
  161    56  4.83806344e+02  2.80000000e-01  1.82326921e+01
  161    57  4.83806344e+02  2.85000000e-01  1.81114872e+01
  161    58  4.83806344e+02  2.90000000e-01  1.79724708e+01
  161    59  4.83806344e+02  2.95000000e-01  1.78157881e+01
  161    60  4.83806344e+02  3.00000000e-01  1.76416017e+01
  161    61  4.83806344e+02  3.05000000e-01  1.74500910e+01
  161    62  4.83806344e+02  3.10000000e-01  1.72414523e+01
  161    63  4.83806344e+02  3.15000000e-01  1.70158984e+01
  161    64  4.83806344e+02  3.20000000e-01  1.67736582e+01
  161    65  4.83806344e+02  3.25000000e-01  1.65149770e+01
  161    66  4.83806344e+02  3.30000000e-01  1.62401156e+01
  161    67  4.83806344e+02  3.35000000e-01  1.59493504e+01
  161    68  4.83806344e+02  3.40000000e-01  1.56429729e+01
  161    69  4.83806344e+02  3.45000000e-01  1.53212898e+01
  161    70  4.83806344e+02  3.50000000e-01  1.49846221e+01
  161    71  4.83806344e+02  3.55000000e-01  1.46333051e+01
  161    72  4.83806344e+02  3.60000000e-01  1.42676880e+01
  161    73  4.83806344e+02  3.65000000e-01  1.38881338e+01
  161    74  4.83806344e+02  3.70000000e-01  1.34950183e+01
  161    75  4.83806344e+02  3.75000000e-01  1.30887304e+01
  161    76  4.83806344e+02  3.80000000e-01  1.26696713e+01
  161    77  4.83806344e+02  3.85000000e-01  1.22382542e+01
  161    78  4.83806344e+02  3.90000000e-01  1.17949042e+01
  161    79  4.83806344e+02  3.95000000e-01  1.13400571e+01
  161    80  4.83806344e+02  4.00000000e-01  1.08741600e+01
  161    81  4.83806344e+02  4.05000000e-01  1.03976699e+01
  161    82  4.83806344e+02  4.10000000e-01  9.91105418e+00
  161    83  4.83806344e+02  4.15000000e-01  9.41478925e+00
  161    84  4.83806344e+02  4.20000000e-01  8.90936075e+00
  161    85  4.83806344e+02  4.25000000e-01  8.39526280e+00
  161    86  4.83806344e+02  4.30000000e-01  7.87299760e+00
  161    87  4.83806344e+02  4.35000000e-01  7.34307495e+00
  161    88  4.83806344e+02  4.40000000e-01  6.80601176e+00
  161    89  4.83806344e+02  4.45000000e-01  6.26233156e+00
  161    90  4.83806344e+02  4.50000000e-01  5.71256404e+00
  161    91  4.83806344e+02  4.55000000e-01  5.15724452e+00
  161    92  4.83806344e+02  4.60000000e-01  4.59691345e+00
  161    93  4.83806344e+02  4.65000000e-01  4.03211593e+00
  161    94  4.83806344e+02  4.70000000e-01  3.46340121e+00
  161    95  4.83806344e+02  4.75000000e-01  2.89132212e+00
  161    96  4.83806344e+02  4.80000000e-01  2.31643464e+00
  161    97  4.83806344e+02  4.85000000e-01  1.73929732e+00
  161    98  4.83806344e+02  4.90000000e-01  1.16047081e+00
  161    99  4.83806344e+02  4.95000000e-01  5.80517286e-01
  161   100  4.83806344e+02  5.00000000e-01  0.00000000e+00

  162     0  4.86811352e+02  0.00000000e+00  0.00000000e+00
  162     1  4.86811352e+02  5.00000000e-03  5.80661805e-01
  162     2  4.86811352e+02  1.00000000e-02  1.16074185e+00
  162     3  4.86811352e+02  1.50000000e-02  1.73965891e+00
  162     4  4.86811352e+02  2.00000000e-02  2.31683296e+00
  162     5  4.86811352e+02  2.50000000e-02  2.89168581e+00
  162     6  4.86811352e+02  3.00000000e-02  3.46364168e+00
  162     7  4.86811352e+02  3.50000000e-02  4.03212782e+00
  162     8  4.86811352e+02  4.00000000e-02  4.59657513e+00
  162     9  4.86811352e+02  4.50000000e-02  5.15641869e+00
  162    10  4.86811352e+02  5.00000000e-02  5.71109841e+00
  162    11  4.86811352e+02  5.50000000e-02  6.26005961e+00
  162    12  4.86811352e+02  6.00000000e-02  6.80275354e+00
  162    13  4.86811352e+02  6.50000000e-02  7.33863801e+00
  162    14  4.86811352e+02  7.00000000e-02  7.86717793e+00
  162    15  4.86811352e+02  7.50000000e-02  8.38784586e+00
  162    16  4.86811352e+02  8.00000000e-02  8.90012255e+00
  162    17  4.86811352e+02  8.50000000e-02  9.40349749e+00
  162    18  4.86811352e+02  9.00000000e-02  9.89746941e+00
  162    19  4.86811352e+02  9.50000000e-02  1.03815468e+01
  162    20  4.86811352e+02  1.00000000e-01  1.08552485e+01
  162    21  4.86811352e+02  1.05000000e-01  1.13181039e+01
  162    22  4.86811352e+02  1.10000000e-01  1.17696539e+01
  162    23  4.86811352e+02  1.15000000e-01  1.22094508e+01
  162    24  4.86811352e+02  1.20000000e-01  1.26370593e+01
  162    25  4.86811352e+02  1.25000000e-01  1.30520566e+01
  162    26  4.86811352e+02  1.30000000e-01  1.34540328e+01
  162    27  4.86811352e+02  1.35000000e-01  1.38425915e+01
  162    28  4.86811352e+02  1.40000000e-01  1.42173501e+01
  162    29  4.86811352e+02  1.45000000e-01  1.45779401e+01
  162    30  4.86811352e+02  1.50000000e-01  1.49240076e+01
  162    31  4.86811352e+02  1.55000000e-01  1.52552135e+01
  162    32  4.86811352e+02  1.60000000e-01  1.55712340e+01
  162    33  4.86811352e+02  1.65000000e-01  1.58717607e+01
  162    34  4.86811352e+02  1.70000000e-01  1.61565010e+01
  162    35  4.86811352e+02  1.75000000e-01  1.64251784e+01
  162    36  4.86811352e+02  1.80000000e-01  1.66775327e+01
  162    37  4.86811352e+02  1.85000000e-01  1.69133203e+01
  162    38  4.86811352e+02  1.90000000e-01  1.71323143e+01
  162    39  4.86811352e+02  1.95000000e-01  1.73343049e+01
  162    40  4.86811352e+02  2.00000000e-01  1.75190993e+01
  162    41  4.86811352e+02  2.05000000e-01  1.76865221e+01
  162    42  4.86811352e+02  2.10000000e-01  1.78364154e+01
  162    43  4.86811352e+02  2.15000000e-01  1.79686389e+01
  162    44  4.86811352e+02  2.20000000e-01  1.80830699e+01
  162    45  4.86811352e+02  2.25000000e-01  1.81796036e+01
  162    46  4.86811352e+02  2.30000000e-01  1.82581530e+01
  162    47  4.86811352e+02  2.35000000e-01  1.83186490e+01
  162    48  4.86811352e+02  2.40000000e-01  1.83610406e+01
  162    49  4.86811352e+02  2.45000000e-01  1.83852947e+01
  162    50  4.86811352e+02  2.50000000e-01  1.83913960e+01
  162    51  4.86811352e+02  2.55000000e-01  1.83793474e+01
  162    52  4.86811352e+02  2.60000000e-01  1.83491695e+01
  162    53  4.86811352e+02  2.65000000e-01  1.83009008e+01
  162    54  4.86811352e+02  2.70000000e-01  1.82345979e+01
  162    55  4.86811352e+02  2.75000000e-01  1.81503345e+01
  162    56  4.86811352e+02  2.80000000e-01  1.80482024e+01
  162    57  4.86811352e+02  2.85000000e-01  1.79283107e+01
  162    58  4.86811352e+02  2.90000000e-01  1.77907857e+01
  162    59  4.86811352e+02  2.95000000e-01  1.76357709e+01
  162    60  4.86811352e+02  3.00000000e-01  1.74634270e+01
  162    61  4.86811352e+02  3.05000000e-01  1.72739313e+01
  162    62  4.86811352e+02  3.10000000e-01  1.70674778e+01
  162    63  4.86811352e+02  3.15000000e-01  1.68442767e+01
  162    64  4.86811352e+02  3.20000000e-01  1.66045546e+01
  162    65  4.86811352e+02  3.25000000e-01  1.63485539e+01
  162    66  4.86811352e+02  3.30000000e-01  1.60765326e+01
